seed,task,split,episode,difficulty,hazard,contact,ambiguity,delay,fragility,low_signal,latent_risk
0,fragile_reaching,nominal_shared_autonomy,0,0.750581,0.517203,0.285529,0.508698,0.121571,0.627579,0.183090,0.231477
0,fragile_reaching,nominal_shared_autonomy,1,0.725086,0.481846,0.311425,0.483420,0.199238,0.574842,0.202083,0.226056
0,fragile_reaching,nominal_shared_autonomy,2,0.688486,0.538259,0.278288,0.468549,0.174806,0.618490,0.184634,0.231823
0,fragile_reaching,nominal_shared_autonomy,3,0.682579,0.571811,0.219437,0.416644,0.222220,0.662563,0.141789,0.233416
0,fragile_reaching,nominal_shared_autonomy,4,0.643602,0.464754,0.294384,0.482372,0.212813,0.551967,0.203837,0.213806
0,fragile_reaching,nominal_shared_autonomy,5,0.658569,0.482850,0.342140,0.426523,0.179103,0.623290,0.142217,0.230069
0,fragile_reaching,nominal_shared_autonomy,6,0.688401,0.513116,0.288321,0.414121,0.221122,0.631669,0.141195,0.224522
0,fragile_reaching,nominal_shared_autonomy,7,0.737504,0.481826,0.319647,0.418057,0.229014,0.627282,0.116306,0.226308
0,fragile_reaching,nominal_shared_autonomy,8,0.668829,0.551569,0.264202,0.446334,0.128797,0.628437,0.172555,0.237701
0,fragile_reaching,nominal_shared_autonomy,9,0.697008,0.532986,0.331161,0.408866,0.180059,0.599009,0.129395,0.231921
0,fragile_reaching,nominal_shared_autonomy,10,0.715418,0.589129,0.298424,0.384391,0.214359,0.627779,0.154867,0.246992
0,fragile_reaching,nominal_shared_autonomy,11,0.731140,0.533791,0.237382,0.438646,0.241334,0.607816,0.157235,0.225643
0,fragile_reaching,nominal_shared_autonomy,12,0.702940,0.503856,0.356659,0.411759,0.147819,0.655377,0.187672,0.244407
0,fragile_reaching,nominal_shared_autonomy,13,0.751637,0.584297,0.336428,0.450887,0.212554,0.593012,0.134264,0.245241
0,fragile_reaching,nominal_shared_autonomy,14,0.742583,0.498980,0.377662,0.405295,0.219351,0.632562,0.150038,0.236845
0,fragile_reaching,nominal_shared_autonomy,15,0.719822,0.589027,0.280638,0.427986,0.199760,0.630153,0.184082,0.246446
0,fragile_reaching,nominal_shared_autonomy,16,0.667830,0.580819,0.295830,0.420474,0.197672,0.673609,0.121990,0.240852
0,fragile_reaching,nominal_shared_autonomy,17,0.706869,0.518091,0.232585,0.424348,0.171630,0.601928,0.130814,0.217781
0,fragile_reaching,nominal_shared_autonomy,18,0.675200,0.554814,0.310459,0.417991,0.090821,0.618713,0.185498,0.240756
0,fragile_reaching,nominal_shared_autonomy,19,0.689612,0.495540,0.284588,0.423926,0.133754,0.654072,0.174855,0.234479
0,fragile_reaching,nominal_shared_autonomy,20,0.673563,0.425699,0.334662,0.381282,0.231254,0.631001,0.174745,0.219373
0,fragile_reaching,nominal_shared_autonomy,21,0.715097,0.535964,0.283185,0.439357,0.224197,0.582155,0.144792,0.229587
0,fragile_reaching,nominal_shared_autonomy,22,0.709175,0.583424,0.300775,0.449341,0.199080,0.635461,0.220472,0.247428
0,fragile_reaching,nominal_shared_autonomy,23,0.705406,0.486378,0.270696,0.483873,0.182595,0.652676,0.178017,0.224451
0,fragile_reaching,nominal_shared_autonomy,24,0.664040,0.504171,0.241416,0.468264,0.173133,0.632255,0.181164,0.222839
0,fragile_reaching,nominal_shared_autonomy,25,0.685605,0.508407,0.339255,0.461116,0.207910,0.616722,0.173123,0.236805
0,fragile_reaching,nominal_shared_autonomy,26,0.693046,0.531811,0.288454,0.423997,0.204244,0.614786,0.131597,0.230087
0,fragile_reaching,nominal_shared_autonomy,27,0.708027,0.545302,0.265407,0.450413,0.202298,0.562071,0.160352,0.230788
0,fragile_reaching,nominal_shared_autonomy,28,0.714083,0.452897,0.277824,0.422260,0.213216,0.682536,0.131857,0.223893
0,fragile_reaching,nominal_shared_autonomy,29,0.736066,0.587636,0.287376,0.467590,0.190291,0.608060,0.157190,0.242147
0,fragile_reaching,nominal_shared_autonomy,30,0.682649,0.440132,0.303867,0.437007,0.155180,0.647216,0.157192,0.223010
0,fragile_reaching,nominal_shared_autonomy,31,0.719137,0.518563,0.306989,0.411244,0.181356,0.600274,0.148446,0.223262
0,fragile_reaching,intent_ambiguity_shift,0,0.749309,0.523519,0.274541,0.738141,0.261946,0.642422,0.326830,0.244762
0,fragile_reaching,intent_ambiguity_shift,1,0.715675,0.551215,0.260648,0.705350,0.296130,0.599449,0.331002,0.242368
0,fragile_reaching,intent_ambiguity_shift,2,0.767188,0.547647,0.309577,0.752773,0.302213,0.616786,0.309883,0.251380
0,fragile_reaching,intent_ambiguity_shift,3,0.757220,0.583887,0.355211,0.678401,0.208993,0.643627,0.299304,0.266196
0,fragile_reaching,intent_ambiguity_shift,4,0.749494,0.562554,0.287708,0.714743,0.191798,0.689758,0.284243,0.256513
0,fragile_reaching,intent_ambiguity_shift,5,0.712189,0.567592,0.218160,0.631284,0.232488,0.694915,0.340956,0.250672
0,fragile_reaching,intent_ambiguity_shift,6,0.732488,0.560646,0.314155,0.746449,0.270916,0.595174,0.336232,0.247965
0,fragile_reaching,intent_ambiguity_shift,7,0.707071,0.533333,0.293860,0.700139,0.252107,0.722859,0.365260,0.260001
0,fragile_reaching,intent_ambiguity_shift,8,0.766943,0.591634,0.294973,0.684671,0.198780,0.648439,0.329108,0.258459
0,fragile_reaching,intent_ambiguity_shift,9,0.810774,0.631487,0.304708,0.665671,0.286832,0.738600,0.340159,0.281502
0,fragile_reaching,intent_ambiguity_shift,10,0.733600,0.483353,0.338909,0.705044,0.298685,0.636344,0.330293,0.243638
0,fragile_reaching,intent_ambiguity_shift,11,0.764893,0.555910,0.344576,0.705427,0.264499,0.662266,0.317986,0.259588
0,fragile_reaching,intent_ambiguity_shift,12,0.772673,0.528818,0.356414,0.727085,0.227993,0.649121,0.336537,0.259288
0,fragile_reaching,intent_ambiguity_shift,13,0.777916,0.618307,0.329050,0.718835,0.211804,0.591389,0.261814,0.260314
0,fragile_reaching,intent_ambiguity_shift,14,0.728544,0.510429,0.242792,0.658933,0.276072,0.688861,0.301123,0.237927
0,fragile_reaching,intent_ambiguity_shift,15,0.734330,0.574922,0.324361,0.671192,0.236368,0.664874,0.346123,0.263136
0,fragile_reaching,intent_ambiguity_shift,16,0.783951,0.575812,0.325276,0.746040,0.264753,0.687430,0.349063,0.267142
0,fragile_reaching,intent_ambiguity_shift,17,0.779261,0.596147,0.307370,0.782700,0.237759,0.663735,0.360072,0.271035
0,fragile_reaching,intent_ambiguity_shift,18,0.728427,0.601593,0.298075,0.710825,0.270058,0.641248,0.317902,0.258758
0,fragile_reaching,intent_ambiguity_shift,19,0.725392,0.528541,0.289735,0.665033,0.250104,0.653567,0.321389,0.249166
0,fragile_reaching,intent_ambiguity_shift,20,0.725029,0.559004,0.316723,0.705882,0.216859,0.645866,0.311858,0.258063
0,fragile_reaching,intent_ambiguity_shift,21,0.813919,0.566315,0.310842,0.682804,0.289318,0.709126,0.324631,0.262849
0,fragile_reaching,intent_ambiguity_shift,22,0.774570,0.660211,0.269378,0.759049,0.252990,0.639320,0.339001,0.267878
0,fragile_reaching,intent_ambiguity_shift,23,0.772881,0.612340,0.340317,0.702574,0.244279,0.609842,0.345690,0.269967
0,fragile_reaching,intent_ambiguity_shift,24,0.746115,0.552892,0.293953,0.789694,0.234285,0.639915,0.340488,0.252144
0,fragile_reaching,intent_ambiguity_shift,25,0.711851,0.525536,0.297176,0.688801,0.238079,0.666766,0.338462,0.250187
0,fragile_reaching,intent_ambiguity_shift,26,0.753193,0.556513,0.280324,0.666461,0.234190,0.614250,0.307109,0.242656
0,fragile_reaching,intent_ambiguity_shift,27,0.780811,0.604631,0.309602,0.700825,0.208210,0.689167,0.320506,0.269587
0,fragile_reaching,intent_ambiguity_shift,28,0.788039,0.539561,0.324798,0.692844,0.236973,0.669507,0.307106,0.258189
0,fragile_reaching,intent_ambiguity_shift,29,0.780497,0.563606,0.339436,0.755531,0.276549,0.617424,0.377777,0.262779
0,fragile_reaching,intent_ambiguity_shift,30,0.724497,0.501228,0.320987,0.668875,0.247908,0.656703,0.316917,0.250162
0,fragile_reaching,intent_ambiguity_shift,31,0.717325,0.566562,0.278818,0.675196,0.212149,0.608964,0.312582,0.249836
0,fragile_reaching,contact_mode_shift,0,0.769406,0.593117,0.513923,0.512428,0.156786,0.725882,0.249703,0.296867
0,fragile_reaching,contact_mode_shift,1,0.778182,0.600515,0.583249,0.511694,0.185538,0.625744,0.204634,0.296608
0,fragile_reaching,contact_mode_shift,2,0.826560,0.652326,0.588855,0.541583,0.241722,0.701544,0.268476,0.318480
0,fragile_reaching,contact_mode_shift,3,0.816738,0.612957,0.590992,0.519739,0.277373,0.682944,0.251259,0.309987
0,fragile_reaching,contact_mode_shift,4,0.794599,0.627134,0.510937,0.535682,0.266306,0.690025,0.226569,0.295469
0,fragile_reaching,contact_mode_shift,5,0.851773,0.631958,0.575717,0.483443,0.243827,0.654725,0.214095,0.300243
0,fragile_reaching,contact_mode_shift,6,0.797738,0.655551,0.551798,0.431456,0.199477,0.711796,0.180790,0.304919
0,fragile_reaching,contact_mode_shift,7,0.803495,0.619744,0.591426,0.510775,0.213158,0.671629,0.229402,0.304936
0,fragile_reaching,contact_mode_shift,8,0.782353,0.639280,0.634486,0.483792,0.237855,0.697784,0.200447,0.314588
0,fragile_reaching,contact_mode_shift,9,0.815624,0.657970,0.552968,0.499751,0.290370,0.710387,0.243884,0.312464
0,fragile_reaching,contact_mode_shift,10,0.699843,0.607787,0.528770,0.426680,0.242588,0.695317,0.167238,0.293659
0,fragile_reaching,contact_mode_shift,11,0.763789,0.545771,0.628483,0.483599,0.234976,0.719640,0.202402,0.301716
0,fragile_reaching,contact_mode_shift,12,0.802376,0.639681,0.653045,0.522673,0.241117,0.634958,0.196101,0.309985
0,fragile_reaching,contact_mode_shift,13,0.770047,0.592744,0.613598,0.424359,0.229808,0.732340,0.224419,0.309206
0,fragile_reaching,contact_mode_shift,14,0.768177,0.649094,0.617025,0.527281,0.231239,0.706616,0.240636,0.319863
0,fragile_reaching,contact_mode_shift,15,0.777381,0.666289,0.606634,0.468053,0.255411,0.691888,0.194577,0.314527
0,fragile_reaching,contact_mode_shift,16,0.801563,0.623258,0.555067,0.576283,0.207586,0.717598,0.219224,0.303758
0,fragile_reaching,contact_mode_shift,17,0.818786,0.653318,0.599514,0.541639,0.310008,0.734210,0.226490,0.322843
0,fragile_reaching,contact_mode_shift,18,0.833799,0.668455,0.614658,0.507419,0.271785,0.659301,0.235321,0.316996
0,fragile_reaching,contact_mode_shift,19,0.765731,0.634436,0.635540,0.508074,0.271671,0.726289,0.226597,0.320976
0,fragile_reaching,contact_mode_shift,20,0.794572,0.620963,0.649230,0.563397,0.200775,0.690196,0.230707,0.316853
0,fragile_reaching,contact_mode_shift,21,0.784200,0.644159,0.569972,0.493791,0.221611,0.694324,0.273306,0.312382
0,fragile_reaching,contact_mode_shift,22,0.777690,0.596112,0.524700,0.574445,0.226145,0.660307,0.239978,0.289228
0,fragile_reaching,contact_mode_shift,23,0.806913,0.612891,0.598639,0.480270,0.281689,0.670261,0.207988,0.301826
0,fragile_reaching,contact_mode_shift,24,0.774287,0.620173,0.638864,0.530840,0.258362,0.713295,0.233178,0.315100
0,fragile_reaching,contact_mode_shift,25,0.797758,0.617006,0.585234,0.433019,0.238838,0.664391,0.176052,0.299010
0,fragile_reaching,contact_mode_shift,26,0.821744,0.668150,0.587487,0.524370,0.240286,0.705039,0.222000,0.322210
0,fragile_reaching,contact_mode_shift,27,0.786977,0.632754,0.572680,0.571097,0.167196,0.706876,0.237351,0.308193
0,fragile_reaching,contact_mode_shift,28,0.748358,0.559812,0.551798,0.542626,0.154739,0.680101,0.236364,0.285303
0,fragile_reaching,contact_mode_shift,29,0.796805,0.621262,0.571042,0.529055,0.246088,0.687010,0.202850,0.305181
0,fragile_reaching,contact_mode_shift,30,0.791665,0.646305,0.511147,0.469349,0.178049,0.738821,0.223537,0.307117
0,fragile_reaching,contact_mode_shift,31,0.785775,0.597355,0.613243,0.535371,0.213424,0.728379,0.218707,0.311747
0,fragile_reaching,human_delay_shift,0,0.834919,0.605189,0.330753,0.616166,0.550207,0.684451,0.290811,0.274134
0,fragile_reaching,human_delay_shift,1,0.780860,0.560010,0.324746,0.575254,0.541960,0.651425,0.286168,0.261204
0,fragile_reaching,human_delay_shift,2,0.818935,0.593602,0.311164,0.579621,0.567887,0.643816,0.261095,0.258014
0,fragile_reaching,human_delay_shift,3,0.766970,0.603611,0.378801,0.523589,0.532292,0.703414,0.259939,0.273935
0,fragile_reaching,human_delay_shift,4,0.779559,0.570505,0.288200,0.515848,0.483981,0.659016,0.207873,0.249300
0,fragile_reaching,human_delay_shift,5,0.769326,0.561279,0.364034,0.497344,0.575809,0.670009,0.190041,0.259982
0,fragile_reaching,human_delay_shift,6,0.782880,0.612617,0.249901,0.543948,0.509650,0.671015,0.232307,0.255223
0,fragile_reaching,human_delay_shift,7,0.786861,0.626841,0.311059,0.562997,0.600303,0.653430,0.231780,0.266273
0,fragile_reaching,human_delay_shift,8,0.770984,0.695110,0.362607,0.555167,0.457405,0.656196,0.275325,0.282803
0,fragile_reaching,human_delay_shift,9,0.790245,0.597689,0.317724,0.620618,0.533319,0.678149,0.260316,0.266457
0,fragile_reaching,human_delay_shift,10,0.805243,0.615013,0.341742,0.554729,0.524541,0.640649,0.233378,0.266232
0,fragile_reaching,human_delay_shift,11,0.780030,0.624242,0.285514,0.507599,0.499720,0.718444,0.206755,0.266960
0,fragile_reaching,human_delay_shift,12,0.787770,0.691316,0.289523,0.578209,0.520965,0.616005,0.200101,0.264141
0,fragile_reaching,human_delay_shift,13,0.801909,0.638236,0.402988,0.587770,0.512594,0.647904,0.278264,0.288010
0,fragile_reaching,human_delay_shift,14,0.753375,0.602834,0.341794,0.506283,0.501489,0.745615,0.200359,0.273641
0,fragile_reaching,human_delay_shift,15,0.781218,0.637076,0.351087,0.530068,0.554618,0.705074,0.219932,0.278359
0,fragile_reaching,human_delay_shift,16,0.789269,0.649732,0.357864,0.516564,0.555082,0.721931,0.274113,0.289473
0,fragile_reaching,human_delay_shift,17,0.801714,0.636055,0.385954,0.631403,0.523481,0.682959,0.285292,0.281213
0,fragile_reaching,human_delay_shift,18,0.762993,0.606802,0.316404,0.588394,0.538073,0.686846,0.244797,0.271286
0,fragile_reaching,human_delay_shift,19,0.814856,0.649813,0.320666,0.579400,0.537839,0.572406,0.242354,0.258370
0,fragile_reaching,human_delay_shift,20,0.793167,0.611158,0.356290,0.596622,0.468963,0.703428,0.303730,0.279588
0,fragile_reaching,human_delay_shift,21,0.752240,0.627737,0.325372,0.620788,0.505963,0.689900,0.282995,0.276116
0,fragile_reaching,human_delay_shift,22,0.819530,0.621926,0.366395,0.633148,0.478847,0.646525,0.269346,0.274701
0,fragile_reaching,human_delay_shift,23,0.799920,0.624711,0.313334,0.535404,0.483882,0.710550,0.256837,0.277940
0,fragile_reaching,human_delay_shift,24,0.816209,0.626916,0.325700,0.553540,0.521917,0.624141,0.271589,0.266539
0,fragile_reaching,human_delay_shift,25,0.771926,0.632914,0.327368,0.577047,0.528357,0.687148,0.265333,0.271742
0,fragile_reaching,human_delay_shift,26,0.783901,0.673259,0.382970,0.547978,0.548253,0.684477,0.235011,0.289305
0,fragile_reaching,human_delay_shift,27,0.766708,0.610357,0.320179,0.645542,0.608489,0.675345,0.285928,0.267072
0,fragile_reaching,human_delay_shift,28,0.773868,0.584422,0.317984,0.616221,0.521828,0.664547,0.245740,0.263886
0,fragile_reaching,human_delay_shift,29,0.767148,0.591537,0.333466,0.507150,0.504932,0.630047,0.258146,0.260761
0,fragile_reaching,human_delay_shift,30,0.762978,0.563642,0.293154,0.593935,0.537643,0.670026,0.273448,0.250177
0,fragile_reaching,human_delay_shift,31,0.777882,0.576222,0.323424,0.596134,0.535541,0.736267,0.279571,0.267623
0,fragile_reaching,fragile_object_shift,0,0.775625,0.619098,0.355474,0.502216,0.222916,1.000000,0.274744,0.321236
0,fragile_reaching,fragile_object_shift,1,0.760984,0.661707,0.331247,0.506340,0.279405,0.875083,0.238670,0.302374
0,fragile_reaching,fragile_object_shift,2,0.769817,0.737584,0.309534,0.561731,0.214290,0.992731,0.214693,0.330379
0,fragile_reaching,fragile_object_shift,3,0.816176,0.701338,0.361576,0.502493,0.268607,1.000000,0.236555,0.332098
0,fragile_reaching,fragile_object_shift,4,0.830225,0.678266,0.383498,0.565521,0.237454,0.974958,0.266476,0.324436
0,fragile_reaching,fragile_object_shift,5,0.787515,0.699747,0.443703,0.553283,0.286852,0.928372,0.212801,0.330275
0,fragile_reaching,fragile_object_shift,6,0.785960,0.673641,0.388434,0.431922,0.285568,0.994477,0.227147,0.327405
0,fragile_reaching,fragile_object_shift,7,0.744422,0.652077,0.359057,0.522213,0.253355,0.965780,0.275673,0.325284
0,fragile_reaching,fragile_object_shift,8,0.824524,0.700183,0.427658,0.509031,0.295378,0.945291,0.225462,0.334376
0,fragile_reaching,fragile_object_shift,9,0.751050,0.656012,0.408281,0.465561,0.305717,0.959310,0.240594,0.324819
0,fragile_reaching,fragile_object_shift,10,0.786549,0.687490,0.350185,0.515214,0.210401,0.948977,0.281346,0.326934
0,fragile_reaching,fragile_object_shift,11,0.859466,0.712414,0.388170,0.517960,0.294463,1.000000,0.273500,0.340523
0,fragile_reaching,fragile_object_shift,12,0.764950,0.694155,0.321546,0.513089,0.230597,0.932449,0.228477,0.314907
0,fragile_reaching,fragile_object_shift,13,0.792105,0.722930,0.342857,0.561918,0.202113,0.952325,0.203674,0.325937
0,fragile_reaching,fragile_object_shift,14,0.816892,0.637717,0.364000,0.570947,0.294663,1.000000,0.262922,0.322602
0,fragile_reaching,fragile_object_shift,15,0.803378,0.649567,0.467860,0.500046,0.255095,0.937250,0.236941,0.329901
0,fragile_reaching,fragile_object_shift,16,0.788151,0.658161,0.394303,0.533327,0.280113,0.974381,0.246903,0.325715
0,fragile_reaching,fragile_object_shift,17,0.820384,0.692242,0.439172,0.538569,0.238885,0.937170,0.222425,0.330690
0,fragile_reaching,fragile_object_shift,18,0.872156,0.737417,0.495489,0.497764,0.282560,0.978864,0.248134,0.352213
0,fragile_reaching,fragile_object_shift,19,0.778962,0.683191,0.417969,0.500571,0.318402,0.981725,0.267797,0.338191
0,fragile_reaching,fragile_object_shift,20,0.792268,0.687229,0.401970,0.485789,0.263697,0.925480,0.245041,0.326367
0,fragile_reaching,fragile_object_shift,21,0.807740,0.629743,0.359694,0.502683,0.224058,0.992423,0.271140,0.317323
0,fragile_reaching,fragile_object_shift,22,0.853058,0.727899,0.384074,0.547653,0.278503,0.920351,0.241850,0.325988
0,fragile_reaching,fragile_object_shift,23,0.804209,0.677681,0.332275,0.581681,0.305639,0.917087,0.235739,0.311270
0,fragile_reaching,fragile_object_shift,24,0.793887,0.646004,0.357717,0.498640,0.234194,0.955059,0.268495,0.317209
0,fragile_reaching,fragile_object_shift,25,0.835270,0.696054,0.345921,0.541118,0.271907,0.976136,0.265222,0.331173
0,fragile_reaching,fragile_object_shift,26,0.765467,0.696183,0.348713,0.555923,0.283237,0.935582,0.245459,0.323186
0,fragile_reaching,fragile_object_shift,27,0.821317,0.759355,0.394713,0.589497,0.314690,0.974488,0.266736,0.347517
0,fragile_reaching,fragile_object_shift,28,0.847519,0.668005,0.338112,0.605162,0.338691,1.000000,0.262951,0.322988
0,fragile_reaching,fragile_object_shift,29,0.796490,0.664077,0.423370,0.503098,0.328439,0.974615,0.249240,0.335560
0,fragile_reaching,fragile_object_shift,30,0.809561,0.702241,0.368099,0.616934,0.290655,0.876042,0.280034,0.317780
0,fragile_reaching,fragile_object_shift,31,0.789118,0.692274,0.357783,0.536504,0.291383,0.935701,0.248466,0.322235
0,fragile_reaching,authority_churn_shift,0,0.827855,0.601343,0.410982,0.714751,0.409936,0.677061,0.355378,0.290185
